ID,SKILL,FIELD,EDUCATION_LEVEL,EXPERIENCE,ALLOW_WFH
1551,HTML,CS,B,WEB DEVELOPER,0
1552,"COBOL,KOTLIN",IT,DB,REACTJS DEVELOPER,1
1553,CSS,CS,B,,0
1554,"PERL,C/C++,JAVA",IT,DBMP,"RUBY ON RAILS DEVELOPER,MEAN STACK DEVELOPER",0
1555,SWIFT,CS,DBMP,,0
1556,KOTLIN,CS,B,,0
1557,"PYTHON,C#,JAVA",CS,DBMP,,1
1558,JAVASCRIPT,CS,BMP,,1
1559,"JULIA,SWIFT,SQL",CS,DB,,0
1560,"SWIFT,DART",IT,BMP,PYTHON DEVELOPER,0
1561,"DART,KOTLIN",CS,B,,0
1562,JAVASCRIPT,IT,DBMP,,0
1563,"R,PERL",CS,B,"BACKEND DEVELOPER,PRODUCT MANAGER",1
1564,JAVA,IT,DBM,,1
1565,"C/C++,PERL,CSS",CS,B,MEAN STACK DEVELOPER,0
1566,"FORTRAN,PERL",CS,DB,,0
1567,"CSS,HTML,RUST",CS,BM,"WEB DEVELOPER,DATA ANALYST",0
1568,"RUBY,HTML,RUST",CS,DBMP,DATA SCIENTIST,1
1569,"C/C++,HTML,DART",CS,BMP,,0
1570,"SQL,JAVASCRIPT",CS,B,,1
1571,"C#,R,OBJECTIVE-C",CS,DBM,DATA ANALYST,0
1572,"HTML,RUST,COBOL",CS,BM,,0
1573,C#,IT,DBMP,"PRODUCT MANAGER,WEB DEVELOPER",0
1574,"HTML,PERL,FORTRAN",IT,BM,,0
1575,"RUBY,PYTHON",CS,BMP,,0
1576,HTML,IT,BM,,0
1577,JAVASCRIPT,IT,DBM,,1
1578,OBJECTIVE-C,CS,BM,,1
1579,"KOTLIN,C#",CS,DBM,,1
1580,"JAVA,OBJECTIVE-C,KOTLIN",IT,BMP,"RUBY ON RAILS DEVELOPER,DATA ANALYST",1
1581,COBOL,CS,BMP,,0
1582,"FORTRAN,JAVA",IT,DBM,"FULL STACK DEVELOPER,RUBY ON RAILS DEVELOPER",1
1583,"JULIA,CSS,RUBY",IT,DBM,,0
1584,"C#,RUBY,JAVA",CS,B,"FULL STACK DEVELOPER,PRODUCT MANAGER",1
1585,"OBJECTIVE-C,SWIFT",CS,BM,"MEAN STACK DEVELOPER,PYTHON DEVELOPER",0
1586,"PERL,HTML",IT,BM,"PRODUCT MANAGER,DATA ANALYST",0
1587,PHP,CS,DBM,"BACKEND DEVELOPER,REACTJS DEVELOPER",1
1588,"OBJECTIVE-C,FORTRAN,COBOL",IT,B,RUBY ON RAILS DEVELOPER,1
1589,"KOTLIN,R,DART",IT,B,"DATA SCIENTIST,MEAN STACK DEVELOPER",1
1590,PHP,IT,DBM,,1
1591,"JULIA,FORTRAN",CS,DBMP,"FRONTEND DEVELOPER,BACKEND DEVELOPER",1
1592,"PHP,R,C#",CS,BMP,"WEB DEVELOPER,REACTJS DEVELOPER",1
1593,"JAVASCRIPT,R",IT,DBM,"PYTHON DEVELOPER,FRONTEND DEVELOPER",0
1594,OBJECTIVE-C,IT,DBMP,FULL STACK DEVELOPER,0
1595,"JULIA,JAVASCRIPT,R",CS,BM,"FULL STACK DEVELOPER,WEB DEVELOPER",0
1596,"RUBY,C/C++",CS,BM,"RUBY ON RAILS DEVELOPER,FRONTEND DEVELOPER",0
1597,COBOL,IT,DBM,,1
1598,R,CS,DBMP,"RUBY ON RAILS DEVELOPER,MERN STACK DEVELOPER",1
1599,"COBOL,PHP",IT,DBMP,FULL STACK DEVELOPER,0
1600,RUBY,CS,DB,FULL STACK DEVELOPER,0
1601,SQL,CS,BMP,"FRONTEND DEVELOPER,JAVASCRIPT DEVELOPER",1
1602,"DART,FORTRAN,CSS",IT,BM,BACKEND DEVELOPER,0
1603,"PHP,JAVASCRIPT,RUBY",CS,BMP,PRODUCT MANAGER,0
1604,"PERL,HTML,JAVA",CS,DBM,"REACTJS DEVELOPER,FULL STACK DEVELOPER",1
1605,"HTML,FORTRAN,PHP",CS,BMP,RUBY ON RAILS DEVELOPER,0
1606,JAVASCRIPT,IT,DB,,1
1607,"COBOL,PYTHON",IT,DBM,"MERN STACK DEVELOPER,MERN STACK DEVELOPER",1
1608,FORTRAN,IT,DBMP,,0
1609,"KOTLIN,SQL",CS,DBM,BACKEND DEVELOPER,0
1610,"JULIA,RUST",IT,BMP,"REACTJS DEVELOPER,DATA SCIENTIST",1
1611,C#,IT,B,MERN STACK DEVELOPER,0
1612,DART,CS,DBM,,1
1613,"RUBY,RUST,PYTHON",CS,DB,FRONTEND DEVELOPER,0
1614,"JULIA,JAVA",CS,BM,"MERN STACK DEVELOPER,REACTJS DEVELOPER",0
1615,"COBOL,DART,PERL",CS,DBM,REACTJS DEVELOPER,1
1616,"RUBY,RUST",IT,BMP,"PYTHON DEVELOPER,RUBY ON RAILS DEVELOPER",0
1617,"CSS,PYTHON",CS,BMP,,1
1618,"PERL,R,C/C++",CS,BM,,1
1619,"C#,FORTRAN",CS,DBMP,,1
1620,"PHP,KOTLIN,C#",IT,B,"MEAN STACK DEVELOPER,FRONTEND DEVELOPER",0
1621,"SWIFT,PYTHON",IT,DBM,,0
1622,OBJECTIVE-C,CS,DB,MERN STACK DEVELOPER,0
1623,"KOTLIN,R",CS,BMP,"RUBY ON RAILS DEVELOPER,MERN STACK DEVELOPER",1
1624,"PERL,R,C#",CS,BMP,PYTHON DEVELOPER,1
1625,OBJECTIVE-C,CS,DBM,WEB DEVELOPER,0
1626,SQL,CS,B,,0
1627,RUBY,IT,B,,1
1628,"SQL,HTML,JAVA",CS,DBM,PYTHON DEVELOPER,1
1629,"RUBY,KOTLIN,C#",CS,DBM,DATA SCIENTIST,1
1630,SQL,CS,B,,1
1631,"C/C++,DART,OBJECTIVE-C",CS,DBM,"DATA ANALYST,MERN STACK DEVELOPER",0
1632,"CSS,OBJECTIVE-C,R",CS,DBMP,,0
1633,"CSS,RUST",IT,BMP,"DATA SCIENTIST,FULL STACK DEVELOPER",1
1634,"RUBY,R",IT,B,MERN STACK DEVELOPER,0
1635,"CSS,KOTLIN",IT,B,MEAN STACK DEVELOPER,0
1636,JULIA,IT,BMP,,1
1637,KOTLIN,IT,BM,MERN STACK DEVELOPER,0
1638,JAVASCRIPT,IT,BMP,,0
1639,"PHP,C#,RUST",IT,B,WEB DEVELOPER,0
1640,"FORTRAN,RUBY",CS,DBM,"MERN STACK DEVELOPER,PRODUCT MANAGER",1
1641,"PYTHON,COBOL,C/C++",CS,DBMP,MERN STACK DEVELOPER,1
1642,PERL,IT,BM,"PYTHON DEVELOPER,DATA SCIENTIST",1
1643,"C#,SQL,JAVASCRIPT",IT,DBMP,BACKEND DEVELOPER,1
1644,"PHP,KOTLIN",IT,DB,JAVASCRIPT DEVELOPER,0
1645,SWIFT,CS,B,REACTJS DEVELOPER,0
1646,PYTHON,IT,BM,FRONTEND DEVELOPER,0
1647,C/C++,IT,B,MERN STACK DEVELOPER,0
1648,"PHP,COBOL,R",CS,DBM,REACTJS DEVELOPER,0
1649,"PHP,R",IT,BMP,"JAVASCRIPT DEVELOPER,FRONTEND DEVELOPER",0
1650,"COBOL,CSS",IT,DBM,MEAN STACK DEVELOPER,0
1651,FORTRAN,CS,BM,PRODUCT MANAGER,0
1652,"JULIA,PHP",IT,BM,RUBY ON RAILS DEVELOPER,0
1653,COBOL,CS,BM,"WEB DEVELOPER,RUBY ON RAILS DEVELOPER",0
1654,"FORTRAN,R",IT,DB,,1
1655,"PERL,C#,OBJECTIVE-C",IT,BM,"DATA SCIENTIST,FRONTEND DEVELOPER",1
1656,"RUST,JULIA",CS,DBMP,,0
1657,"KOTLIN,SWIFT,RUBY",IT,BMP,REACTJS DEVELOPER,1
1658,"PYTHON,PHP,SQL",CS,BM,MERN STACK DEVELOPER,1
1659,OBJECTIVE-C,IT,DB,,1
1660,"FORTRAN,JULIA,OBJECTIVE-C",CS,B,DATA SCIENTIST,1
1661,"R,JAVASCRIPT,CSS",IT,DBMP,DATA ANALYST,1
1662,JULIA,CS,DBM,"WEB DEVELOPER,FRONTEND DEVELOPER",0
1663,"HTML,JULIA,RUST",CS,DB,REACTJS DEVELOPER,0
1664,DART,IT,DBMP,,1
1665,SWIFT,CS,DB,"DATA ANALYST,PRODUCT MANAGER",0
1666,C#,CS,DBM,BACKEND DEVELOPER,1
1667,"R,JAVASCRIPT,SQL",IT,DBMP,"WEB DEVELOPER,WEB DEVELOPER",0
1668,"SWIFT,PYTHON,R",CS,BMP,,1
1669,"DART,C/C++",CS,DBMP,,1
1670,"KOTLIN,JAVA,SWIFT",IT,DB,MERN STACK DEVELOPER,0
1671,R,IT,BM,"REACTJS DEVELOPER,WEB DEVELOPER",1
1672,"JAVASCRIPT,FORTRAN,COBOL",CS,BMP,,1
1673,"JAVA,RUBY,PHP",CS,DBMP,,0
1674,"HTML,C#",IT,DB,,0
1675,OBJECTIVE-C,CS,BM,,1
1676,RUST,IT,DBM,"FULL STACK DEVELOPER,FULL STACK DEVELOPER",1
1677,"PYTHON,JULIA,SWIFT",CS,BM,,1
1678,"R,PHP,PERL",CS,DB,,0
1679,"KOTLIN,SQL",CS,BM,"REACTJS DEVELOPER,DATA ANALYST",0
1680,"C#,SQL",CS,DBMP,,1
1681,"C#,COBOL",CS,DB,,0
1682,"JAVASCRIPT,C#,SQL",CS,BMP,REACTJS DEVELOPER,0
1683,"RUST,KOTLIN",CS,DBMP,,1
1684,"CSS,DART",IT,DBMP,,1
1685,OBJECTIVE-C,IT,DBM,MERN STACK DEVELOPER,1
1686,"OBJECTIVE-C,SQL,C/C++",IT,DBM,,1
1687,CSS,IT,BMP,MEAN STACK DEVELOPER,1
1688,"OBJECTIVE-C,JAVASCRIPT",CS,BMP,REACTJS DEVELOPER,1
1689,R,CS,DBMP,,0
1690,"KOTLIN,COBOL",CS,B,"FULL STACK DEVELOPER,PRODUCT MANAGER",1
1691,"HTML,DART,FORTRAN",IT,BM,PRODUCT MANAGER,1
1692,"CSS,JAVASCRIPT,PERL",IT,BMP,"REACTJS DEVELOPER,MEAN STACK DEVELOPER",0
1693,"RUST,JAVA",CS,DB,,1
1694,KOTLIN,IT,BMP,DATA SCIENTIST,1
1695,"PERL,C#",IT,DBMP,"DATA ANALYST,JAVASCRIPT DEVELOPER",1
1696,"CSS,FORTRAN,JULIA",CS,DBMP,WEB DEVELOPER,1
1697,HTML,IT,BM,,1
1698,"SQL,C#,PHP",CS,DBMP,DATA ANALYST,1
1699,"PYTHON,OBJECTIVE-C,HTML",CS,BMP,,0
1700,"PERL,SWIFT",CS,DBMP,FULL STACK DEVELOPER,1
1701,OBJECTIVE-C,IT,DBMP,,1
1702,SQL,IT,BM,"WEB DEVELOPER,BACKEND DEVELOPER",0
1703,"RUST,JAVASCRIPT",CS,BM,"DATA SCIENTIST,REACTJS DEVELOPER",0
1704,"SWIFT,CSS",IT,B,"DATA SCIENTIST,PRODUCT MANAGER",1
1705,"PHP,OBJECTIVE-C,DART",CS,DBM,,1
1706,"FORTRAN,SQL",IT,DB,,0
1707,SWIFT,IT,B,"DATA ANALYST,MEAN STACK DEVELOPER",1
1708,"RUBY,JAVA",IT,DB,BACKEND DEVELOPER,0
1709,"C#,JAVASCRIPT",CS,BM,DATA SCIENTIST,1
1710,PHP,IT,DBM,"BACKEND DEVELOPER,WEB DEVELOPER",0
1711,"SWIFT,RUBY,PYTHON",CS,DB,,1
1712,"DART,PYTHON",IT,B,,1
1713,HTML,IT,B,"BACKEND DEVELOPER,DATA SCIENTIST",0
1714,"OBJECTIVE-C,PERL,JAVA",CS,BMP,"BACKEND DEVELOPER,RUBY ON RAILS DEVELOPER",0
1715,JAVASCRIPT,CS,BM,,0
1716,"JAVASCRIPT,OBJECTIVE-C",CS,BMP,"BACKEND DEVELOPER,MERN STACK DEVELOPER",0
1717,OBJECTIVE-C,CS,BMP,"FULL STACK DEVELOPER,DATA SCIENTIST",1
1718,"RUST,PHP",CS,DBMP,"FRONTEND DEVELOPER,DATA ANALYST",0
1719,"C#,R",IT,B,JAVASCRIPT DEVELOPER,1
1720,"COBOL,RUST,JULIA",CS,BMP,FRONTEND DEVELOPER,1
1721,"C/C++,RUST,HTML",IT,DB,BACKEND DEVELOPER,1
1722,"JULIA,JAVASCRIPT,C#",CS,BMP,FULL STACK DEVELOPER,0
1723,"PHP,SQL,JULIA",CS,DB,,0
1724,"PYTHON,JAVA,OBJECTIVE-C",IT,B,PYTHON DEVELOPER,1
1725,"KOTLIN,FORTRAN",IT,BM,BACKEND DEVELOPER,0
1726,"DART,KOTLIN",CS,B,"PYTHON DEVELOPER,DATA SCIENTIST",1
1727,"CSS,PERL,HTML",CS,BM,,1
1728,PHP,IT,BMP,RUBY ON RAILS DEVELOPER,1
1729,"KOTLIN,JAVASCRIPT",IT,B,"BACKEND DEVELOPER,JAVASCRIPT DEVELOPER",1
1730,RUST,IT,DB,RUBY ON RAILS DEVELOPER,1
1731,R,CS,B,"BACKEND DEVELOPER,PRODUCT MANAGER",0
1732,"PERL,CSS",IT,DBM,"RUBY ON RAILS DEVELOPER,FULL STACK DEVELOPER",1
1733,PYTHON,CS,DBMP,,0
1734,PERL,IT,DB,,0
1735,"JAVA,PYTHON,CSS",IT,BM,"PYTHON DEVELOPER,DATA ANALYST",1
1736,"HTML,PERL,C#",CS,DBMP,,1
1737,SWIFT,CS,DBM,"DATA SCIENTIST,PRODUCT MANAGER",1
1738,SQL,IT,B,,0
1739,"CSS,C#,FORTRAN",IT,DBMP,"REACTJS DEVELOPER,FULL STACK DEVELOPER",0
1740,"R,PHP",CS,DB,,1
1741,"JAVASCRIPT,HTML",IT,BMP,,1
1742,CSS,CS,DB,DATA ANALYST,0
1743,PYTHON,CS,DB,,1
1744,"FORTRAN,DART",CS,DB,"DATA SCIENTIST,RUBY ON RAILS DEVELOPER",0
1745,"FORTRAN,OBJECTIVE-C",IT,DB,FRONTEND DEVELOPER,1
1746,"C#,JAVA",IT,B,BACKEND DEVELOPER,1
1747,"JAVASCRIPT,SWIFT,PYTHON",CS,DBM,FULL STACK DEVELOPER,0
1748,"C#,PERL",IT,DBM,,1
1749,DART,CS,BM,,0
1750,"C#,CSS",IT,BMP,,0
1751,"R,JAVA,CSS",IT,DBM,FULL STACK DEVELOPER,1
1752,"SQL,OBJECTIVE-C,DART",IT,DB,WEB DEVELOPER,1
1753,"R,CSS,C/C++",IT,DB,PYTHON DEVELOPER,1
1754,"RUBY,HTML,PHP",IT,BM,,0
1755,"HTML,COBOL,RUST",IT,DBM,PYTHON DEVELOPER,1
1756,PHP,CS,DB,PRODUCT MANAGER,0
1757,"PHP,CSS,SWIFT",IT,DBMP,"MERN STACK DEVELOPER,WEB DEVELOPER",1
1758,"HTML,PYTHON",IT,DBM,,1
1759,"FORTRAN,C#",IT,BM,"JAVASCRIPT DEVELOPER,DATA ANALYST",0
1760,"KOTLIN,C#,PHP",IT,DBMP,,1
1761,"C/C++,C#,PHP",CS,DBMP,,0
1762,"PYTHON,SWIFT",IT,BM,FULL STACK DEVELOPER,0
1763,"C#,RUST",CS,B,,0
1764,"SWIFT,CSS,PERL",CS,BMP,"RUBY ON RAILS DEVELOPER,BACKEND DEVELOPER",1
1765,"PHP,PERL,SWIFT",CS,B,REACTJS DEVELOPER,1
1766,"DART,C#,PERL",IT,BMP,,1
1767,R,CS,DB,"FULL STACK DEVELOPER,MERN STACK DEVELOPER",0
1768,JAVASCRIPT,CS,DBMP,,1
1769,"DART,HTML",CS,DBM,MERN STACK DEVELOPER,0
1770,"COBOL,C/C++",IT,DB,"DATA SCIENTIST,WEB DEVELOPER",0
1771,RUST,CS,BM,,0
1772,"C#,DART,CSS",CS,DB,"DATA SCIENTIST,PYTHON DEVELOPER",1
1773,"JULIA,FORTRAN",IT,BM,,1
1774,"C/C++,CSS",IT,DB,,0
1775,"C#,COBOL,PYTHON",CS,DBMP,"PRODUCT MANAGER,JAVASCRIPT DEVELOPER",1
1776,"PERL,CSS,C#",IT,B,"JAVASCRIPT DEVELOPER,JAVASCRIPT DEVELOPER",1
1777,"CSS,JAVA,RUST",CS,DBMP,MEAN STACK DEVELOPER,0
1778,"SWIFT,COBOL",IT,DBM,MEAN STACK DEVELOPER,1
1779,HTML,IT,BM,,0
1780,COBOL,CS,BMP,BACKEND DEVELOPER,1
1781,"R,KOTLIN,SQL",IT,BM,"MEAN STACK DEVELOPER,FRONTEND DEVELOPER",0
1782,HTML,IT,DBM,PYTHON DEVELOPER,1
1783,HTML,IT,DB,"MEAN STACK DEVELOPER,PRODUCT MANAGER",0
1784,SQL,CS,DBMP,"FULL STACK DEVELOPER,MEAN STACK DEVELOPER",1
1785,OBJECTIVE-C,CS,BM,,0
1786,JAVASCRIPT,IT,BM,"DATA SCIENTIST,MERN STACK DEVELOPER",0
1787,"OBJECTIVE-C,COBOL",IT,B,"PYTHON DEVELOPER,PRODUCT MANAGER",1
1788,"HTML,SWIFT",IT,DB,"PYTHON DEVELOPER,MEAN STACK DEVELOPER",1
1789,COBOL,IT,DBMP,"PYTHON DEVELOPER,FRONTEND DEVELOPER",0
1790,PHP,CS,DBMP,"RUBY ON RAILS DEVELOPER,MEAN STACK DEVELOPER",1
1791,SQL,IT,DBMP,"FRONTEND DEVELOPER,DATA SCIENTIST",0
1792,"CSS,RUST",IT,BM,,0
1793,"HTML,PHP,RUBY",CS,BMP,"MERN STACK DEVELOPER,REACTJS DEVELOPER",1
1794,"PYTHON,R,KOTLIN",CS,DBM,"PYTHON DEVELOPER,MERN STACK DEVELOPER",0
1795,"KOTLIN,PHP,JAVA",IT,DB,"RUBY ON RAILS DEVELOPER,MERN STACK DEVELOPER",0
1796,OBJECTIVE-C,IT,BM,,1
1797,"OBJECTIVE-C,PHP",CS,BM,,1
1798,"PYTHON,SWIFT",IT,DBM,"DATA ANALYST,JAVASCRIPT DEVELOPER",1
1799,DART,IT,B,,1
1800,"PYTHON,HTML,RUST",IT,BM,"PYTHON DEVELOPER,BACKEND DEVELOPER",0
1801,"CSS,SQL,HTML",IT,BM,FRONTEND DEVELOPER,0
1802,JAVASCRIPT,IT,DBMP,RUBY ON RAILS DEVELOPER,0
1803,"SWIFT,JAVASCRIPT,FORTRAN",IT,BM,REACTJS DEVELOPER,0
1804,FORTRAN,IT,DBMP,,1
1805,"OBJECTIVE-C,PHP,CSS",IT,B,MERN STACK DEVELOPER,1
1806,R,CS,DBM,"FRONTEND DEVELOPER,FULL STACK DEVELOPER",1
1807,"JAVA,R",IT,DB,PYTHON DEVELOPER,0
1808,"JAVASCRIPT,PHP,PERL",IT,DB,,1
1809,"COBOL,SQL",IT,DBMP,"BACKEND DEVELOPER,FULL STACK DEVELOPER",1
1810,C/C++,IT,B,MERN STACK DEVELOPER,1
1811,"PYTHON,SQL,FORTRAN",CS,DBMP,"PYTHON DEVELOPER,WEB DEVELOPER",1
1812,FORTRAN,CS,DBM,BACKEND DEVELOPER,0
1813,"CSS,JAVA",IT,B,"REACTJS DEVELOPER,FULL STACK DEVELOPER",0
1814,"CSS,C/C++",IT,DB,RUBY ON RAILS DEVELOPER,1
1815,"HTML,JAVA,PHP",IT,DBMP,"REACTJS DEVELOPER,MERN STACK DEVELOPER",1
1816,"OBJECTIVE-C,C#,KOTLIN",CS,BM,MERN STACK DEVELOPER,1
1817,OBJECTIVE-C,CS,DB,,0
1818,PERL,CS,BMP,"PYTHON DEVELOPER,MERN STACK DEVELOPER",1
1819,HTML,CS,DBM,,1
1820,"JAVASCRIPT,CSS,JULIA",CS,DB,FULL STACK DEVELOPER,1
1821,"JAVA,DART",CS,B,,0
1822,"OBJECTIVE-C,JAVASCRIPT,JAVA",IT,DB,,1
1823,"SQL,FORTRAN",CS,DBMP,,0
1824,DART,CS,DB,,0
1825,"RUST,HTML",CS,DBM,"FULL STACK DEVELOPER,DATA SCIENTIST",0
1826,"PHP,CSS",IT,B,BACKEND DEVELOPER,1
1827,DART,CS,DBMP,FRONTEND DEVELOPER,0
1828,COBOL,IT,DB,,1
1829,"COBOL,RUBY,OBJECTIVE-C",IT,DBM,"BACKEND DEVELOPER,BACKEND DEVELOPER",0
1830,HTML,CS,BMP,,1
1831,COBOL,IT,DBMP,PRODUCT MANAGER,0
1832,"HTML,OBJECTIVE-C,CSS",CS,DB,,0
1833,"R,C#,SQL",IT,DB,,1
1834,RUBY,CS,DBM,,1
1835,JAVA,CS,DBMP,,0
1836,"JULIA,KOTLIN",IT,B,PRODUCT MANAGER,1
1837,"PERL,DART",IT,DBM,PYTHON DEVELOPER,1
1838,"CSS,C#",IT,DBM,"BACKEND DEVELOPER,PYTHON DEVELOPER",1
1839,"OBJECTIVE-C,SWIFT",IT,BM,"FULL STACK DEVELOPER,FULL STACK DEVELOPER",1
1840,"SQL,RUST,PHP",CS,BM,,0
1841,"COBOL,PYTHON,C/C++",IT,BM,FULL STACK DEVELOPER,0
1842,"SQL,PHP,JAVA",IT,DB,,0
1843,"JAVA,KOTLIN,FORTRAN",CS,BM,"PYTHON DEVELOPER,WEB DEVELOPER",1
1844,"PYTHON,C/C++,C#",IT,BMP,WEB DEVELOPER,0
1845,"FORTRAN,HTML",IT,B,BACKEND DEVELOPER,0
1846,OBJECTIVE-C,CS,BMP,BACKEND DEVELOPER,0
1847,"R,SWIFT",CS,DBM,RUBY ON RAILS DEVELOPER,1
1848,SWIFT,CS,B,WEB DEVELOPER,1
1849,"R,OBJECTIVE-C",IT,BM,FRONTEND DEVELOPER,0
1850,CSS,IT,B,"JAVASCRIPT DEVELOPER,DATA SCIENTIST",1
1851,FORTRAN,IT,DB,MEAN STACK DEVELOPER,0
1852,DART,CS,B,"WEB DEVELOPER,MEAN STACK DEVELOPER",0
1853,"COBOL,C/C++",CS,BM,DATA SCIENTIST,0
1854,"FORTRAN,JAVASCRIPT,SWIFT",IT,BM,BACKEND DEVELOPER,1
1855,PERL,IT,DB,"MEAN STACK DEVELOPER,PRODUCT MANAGER",1
1856,SWIFT,CS,BMP,MERN STACK DEVELOPER,1
1857,C/C++,CS,B,REACTJS DEVELOPER,0
1858,"FORTRAN,C#,DART",CS,BMP,RUBY ON RAILS DEVELOPER,1
1859,"JAVASCRIPT,FORTRAN,KOTLIN",CS,DB,,0
1860,"SQL,JULIA,JAVASCRIPT",IT,B,WEB DEVELOPER,1
1861,JAVASCRIPT,IT,DB,"MERN STACK DEVELOPER,PYTHON DEVELOPER",0
1862,"DART,FORTRAN",CS,BMP,"FRONTEND DEVELOPER,REACTJS DEVELOPER",0
1863,PYTHON,CS,DB,DATA ANALYST,0
1864,RUST,CS,DBMP,,1
1865,SWIFT,CS,BM,,1
1866,"CSS,SQL",IT,BM,"DATA SCIENTIST,MERN STACK DEVELOPER",0
1867,"OBJECTIVE-C,C#,SQL",IT,BMP,,0
1868,"CSS,JULIA,RUBY",IT,DB,FULL STACK DEVELOPER,0
1869,SQL,CS,DBMP,JAVASCRIPT DEVELOPER,0
1870,JAVASCRIPT,CS,B,"FULL STACK DEVELOPER,MERN STACK DEVELOPER",1
1871,KOTLIN,CS,DBMP,,1
1872,PYTHON,CS,DB,"BACKEND DEVELOPER,MEAN STACK DEVELOPER",1
1873,"R,COBOL",CS,B,"RUBY ON RAILS DEVELOPER,PRODUCT MANAGER",1
1874,"JAVA,C#,PYTHON",IT,B,,0
1875,"JAVA,C/C++,KOTLIN",IT,DB,,0
1876,"JAVA,PERL,C#",CS,DB,"BACKEND DEVELOPER,FRONTEND DEVELOPER",0
1877,"FORTRAN,PYTHON",IT,B,,0
1878,"C/C++,R,HTML",IT,B,,0
1879,CSS,CS,B,RUBY ON RAILS DEVELOPER,0
1880,"PYTHON,COBOL",CS,BMP,PRODUCT MANAGER,1
1881,COBOL,IT,B,PRODUCT MANAGER,0
1882,"RUBY,PYTHON,FORTRAN",CS,DB,"DATA SCIENTIST,WEB DEVELOPER",0
1883,"PYTHON,PERL,C#",IT,DBMP,"PYTHON DEVELOPER,REACTJS DEVELOPER",0
1884,"DART,RUBY,CSS",IT,DBM,,1
1885,"RUST,JULIA,C/C++",IT,BMP,,1
1886,"R,JAVA",IT,B,DATA ANALYST,1
1887,"FORTRAN,CSS",IT,DBMP,,1
1888,"JAVA,RUST",CS,BMP,,1
1889,R,CS,DBM,DATA SCIENTIST,1
1890,"PHP,COBOL,CSS",CS,BM,,1
1891,SWIFT,CS,BMP,,0
1892,JAVA,CS,DB,,1
1893,"KOTLIN,RUBY",CS,BM,REACTJS DEVELOPER,0
1894,"SQL,CSS",IT,DBM,,0
1895,"KOTLIN,FORTRAN",IT,BMP,"MEAN STACK DEVELOPER,JAVASCRIPT DEVELOPER",1
1896,"PHP,COBOL,CSS",CS,BM,REACTJS DEVELOPER,0
1897,DART,CS,BMP,WEB DEVELOPER,1
1898,PYTHON,IT,DB,"FULL STACK DEVELOPER,REACTJS DEVELOPER",1
1899,"HTML,JAVA,OBJECTIVE-C",IT,DBM,,1
1900,"FORTRAN,HTML",CS,BMP,,1
1901,"PERL,KOTLIN",IT,BM,DATA SCIENTIST,0
1902,SWIFT,IT,B,PYTHON DEVELOPER,1
1903,C/C++,IT,DBM,,0
1904,"JAVA,FORTRAN,HTML",IT,B,,1
1905,"C/C++,KOTLIN,OBJECTIVE-C",IT,DB,PYTHON DEVELOPER,1
1906,DART,CS,B,,1
1907,SWIFT,IT,DB,,1
1908,"CSS,KOTLIN,PERL",IT,BM,"WEB DEVELOPER,MERN STACK DEVELOPER",0
1909,"SWIFT,PERL,RUST",CS,DBMP,,1
1910,"SWIFT,C#,R",CS,BMP,MERN STACK DEVELOPER,1
1911,"R,JULIA",CS,DB,JAVASCRIPT DEVELOPER,1
1912,"PYTHON,PHP",IT,B,,0
1913,SWIFT,IT,BMP,,1
1914,"C#,RUBY",IT,BMP,"PYTHON DEVELOPER,FRONTEND DEVELOPER",1
1915,RUBY,CS,DB,BACKEND DEVELOPER,0
1916,"PERL,HTML",IT,B,MERN STACK DEVELOPER,0
1917,KOTLIN,CS,DBMP,"PYTHON DEVELOPER,PRODUCT MANAGER",1
1918,SQL,CS,DBMP,MEAN STACK DEVELOPER,0
1919,"FORTRAN,COBOL",CS,B,"DATA SCIENTIST,BACKEND DEVELOPER",0
1920,"OBJECTIVE-C,C/C++",CS,B,"MEAN STACK DEVELOPER,WEB DEVELOPER",1
1921,"OBJECTIVE-C,FORTRAN,C/C++",IT,BM,REACTJS DEVELOPER,0
1922,SQL,CS,DBM,DATA SCIENTIST,0
1923,JULIA,CS,B,,1
1924,"SQL,PERL",IT,DBM,,0
1925,PHP,IT,DB,"BACKEND DEVELOPER,MERN STACK DEVELOPER",1
1926,OBJECTIVE-C,IT,DB,"FRONTEND DEVELOPER,JAVASCRIPT DEVELOPER",0
1927,"R,HTML,RUST",IT,BM,FRONTEND DEVELOPER,1
1928,SQL,CS,BM,"PYTHON DEVELOPER,JAVASCRIPT DEVELOPER",0
1929,"C#,PYTHON",IT,DB,"PYTHON DEVELOPER,RUBY ON RAILS DEVELOPER",1
1930,"JAVASCRIPT,CSS,COBOL",IT,B,,1
1931,SWIFT,CS,BM,"JAVASCRIPT DEVELOPER,PYTHON DEVELOPER",1
1932,PHP,IT,BMP,REACTJS DEVELOPER,0
1933,"JAVA,SQL",IT,DB,,1
1934,"JAVA,FORTRAN,RUBY",CS,DBM,,1
1935,"JAVASCRIPT,SWIFT",CS,DB,,1
1936,R,IT,BM,,0
1937,"SWIFT,RUST,FORTRAN",CS,DBMP,DATA ANALYST,0
1938,"HTML,PERL",IT,DBM,FRONTEND DEVELOPER,0
1939,KOTLIN,IT,B,MERN STACK DEVELOPER,1
1940,"COBOL,HTML,CSS",CS,DB,DATA SCIENTIST,0
1941,SQL,CS,DB,DATA ANALYST,0
1942,"PHP,PERL",CS,DB,,0
